b'id',b'key',b'value',b'type' 
b'4706859305',b'leaf_type',b'broadleaved',b'regular'
b'4706859305',b'denotation',b'landmark',b'regular'
b'4708672813',b'barrier',b'gate',b'regular'
b'4708672824',b'barrier',b'gate',b'regular'
b'4870176829',b'fixme',b'continue',b'regular'
b'4870176855',b'barrier',b'gate',b'regular'
b'4893357925',b'name',"b""Law Office of Daniel J. O'Neill""",b'regular'
b'4893357925',b'Suite',b'#205',b'regular'
b'4893357925',b'phone',b'+1-805-542-0639',b'regular'
b'4893357925',b'office',b'lawyer',b'regular'
b'4893357925',b'website',b'http://www.danieljoneill.com',b'regular'
b'4893357925',b'city',b'San Luis Obispo',b'addr'
b'4893357925',b'state',b'CA',b'addr'
b'4893357925',b'street',b'Higuera Street',b'addr'
b'4893357925',b'description',"b""If you have suffered serious injuries, you need serious legal representation. Attorney Daniel J. O'Neill relies on decades of experience and a personal touch to help his clients recover maximum compensation for their losses.""",b'regular'
b'4893357925',b'postcode',b'93401',b'addr'
b'4893357925',b'opening_hours',"b'Mon-Thurs: 8:30 am-5 pm, Fri: 8:30 am-12pm, 1 pm-5 pm'",b'regular'
b'4893357925',b'housenumber',b'1264',b'addr'
b'4915177796',b'name',b'iFixit',b'regular'
b'4915177796',b'office',b'company',b'regular'
b'4915177796',b'building',b'office',b'regular'
b'4915177796',b'full',b'1330 Monterey Street',b'addr'
b'4915177796',b'street',b'Monterey Street',b'addr'
b'4915177796',b'housenumber',b'1330',b'addr'
b'4915177796',b'street:name',b'Monterey',b'addr'
b'4915177796',b'street:type',b'Street',b'addr'
b'4915194470',b'tourism',b'museum',b'regular'
b'4915194477',b'name',b'Coast National Bank',b'regular'
b'4915194477',b'amenity',b'bank',b'regular'
b'4915194478',b'name',b'Architecture Landscape Interiors',b'regular'
b'4915194478',b'office',b'architect',b'regular'
b'4915194479',b'office',b'estate_agent',b'regular'
b'4915194480',b'name',b'Hair Haven',b'regular'
b'4915194480',b'shop',b'beauty',b'regular'
b'4915195854',b'name',b'San Luis Fish BBQ',b'regular'
b'4915195854',b'amenity',b'restaurant',b'regular'
b'4915196175',b'name',b'Cornerstone Real Estate',b'regular'
b'4915196175',b'office',b'estate_agent',b'regular'
b'4915202339',b'name',b'Central Coast Brewing',b'regular'
b'4915202339',b'craft',b'brewery',b'regular'
b'4915202339',b'phone',b'(805) 783-2739',b'regular'
b'4915202339',b'amenity',b'pub',b'regular'
b'4915202339',b'full',b'1422 Monterey Street',b'addr'
b'4915202339',b'street',b'Monterey Street',b'addr'
b'4915202339',b'description',b'unit B100',b'regular'
b'4915202339',b'housenumber',b'1422',b'addr'
b'4915202339',b'street:name',b'Monterey',b'addr'
b'4915202339',b'street:type',b'Street',b'addr'
b'4915202340',b'name',b'Splash Cafe',b'regular'
b'4915202340',b'amenity',b'restaurant',b'regular'
b'4915202340',b'cuisine',b'seafood',b'regular'
b'4915202340',b'full',b'1491 Monterey Street',b'addr'
b'4915202340',b'wheelchair',b'yes',b'regular'
b'4915202340',b'street',b'Monterey Street',b'addr'
b'4915202340',b'outdoor_seating',b'yes',b'regular'
b'4915202340',b'housenumber',b'1491',b'addr'
b'4915202340',b'street:name',b'Monterey',b'addr'
b'4915202340',b'street:type',b'Street',b'addr'
b'4915239889',b'name',b'Art Central',b'regular'
b'4915239889',b'shop',b'art',b'regular'
b'4915239889',b'full',b'1335 Monterey Street',b'addr'
b'4915239889',b'street',b'Monterey Street',b'addr'
b'4915239889',b'housenumber',b'1335',b'addr'
b'4915239889',b'street:name',b'Monterey',b'addr'
b'4915239889',b'street:type',b'Street',b'addr'
b'4915239890',b'name',b'Security Blankets',b'regular'
b'4915239890',b'shop',b'yes',b'regular'
b'4915239890',b'full',b'1337 Monterey Street',b'addr'
b'4915239890',b'street',b'Monterey Street',b'addr'
b'4915239890',b'housenumber',b'1337',b'addr'
b'4915239890',b'street:name',b'Monterey',b'addr'
b'4915239890',b'street:type',b'Street',b'addr'
b'4915239891',b'name',b'Something Bridal',b'regular'
b'4915239891',b'shop',b'clothes',b'regular'
b'4915239891',b'full',b'1349 Monterey Street',b'addr'
b'4915239891',b'street',b'Monterey Street',b'addr'
b'4915239891',b'housenumber',b'1349',b'addr'
b'4915239891',b'street:name',b'Monterey',b'addr'
b'4915239891',b'street:type',b'Street',b'addr'
b'4915239892',b'name',b'Clippers',b'regular'
b'4915239892',b'shop',b'hairdresser',b'regular'
b'4915239892',b'full',b'1351 Monterey Street',b'addr'
b'4915239892',b'street',b'Monterey Street',b'addr'
b'4915239892',b'housenumber',b'1351',b'addr'
b'4915239892',b'street:name',b'Monterey',b'addr'
b'4915239892',b'street:type',b'Street',b'addr'
b'4915239893',b'name',"b""Albert's Florist""",b'regular'
b'4915239893',b'shop',b'florist',b'regular'
b'4915239893',b'full',b'1357 Monterey Street',b'addr'
b'4915239893',b'street',b'Monterey Street',b'addr'
b'4915239893',b'housenumber',b'1357',b'addr'
b'4915239893',b'street:name',b'Monterey',b'addr'
b'4915239893',b'street:type',b'Street',b'addr'
b'4915295503',b'name',b'Auto Experts',b'regular'
b'4915295503',b'shop',b'car_repair',b'regular'
b'4915295504',b'name',b'Salon 544',b'regular'
b'4915295504',b'shop',b'beauty',b'regular'
b'4915295505',b'name',"b""Fred and Betty's Thrift Store""",b'regular'
b'4915295505',b'shop',b'clothes',b'regular'
b'4915295506',b'name',b'Caltec Computers',b'regular'
b'4915295506',b'office',b'it',b'regular'
b'4915310904',b'name',"b""Celia's Beauty Salon""",b'regular'
b'4915310904',b'shop',b'beauty',b'regular'
b'4915310905',b'name',"b""Spike's""",b'regular'
b'4915310905',b'amenity',b'pub',b'regular'
b'4915310905',b'cuisine',b'american',b'regular'
b'4915321263',b'name',b'San Luis Obispo Child Support',b'regular'
b'4915321263',b'office',b'government',b'regular'
b'4915321263',b'full',b'1200 Monterey Street',b'addr'
b'4915321263',b'street',b'Monterey Street',b'addr'
b'4915321263',b'housenumber',b'1200',b'addr'
b'4915321263',b'street:name',b'Monterey',b'addr'
b'4915321263',b'street:type',b'Street',b'addr'
b'4915321264',b'name',b'Coldwell Banker Premier Real Estate',b'regular'
b'4915321264',b'office',b'estate_agent',b'regular'
b'4915321264',b'full',b'1234 Monterey Street',b'addr'
b'4915321264',b'street',b'Monterey Street',b'addr'
b'4915321264',b'housenumber',b'1234',b'addr'
b'4915321264',b'street:name',b'Monterey',b'addr'
b'4915321264',b'street:type',b'Street',b'addr'
b'4915321265',b'name',b'Ruby Rose',b'regular'
b'4915321265',b'shop',b'clothes',b'regular'
b'4915321265',b'full',b'1239 Monterey Street',b'addr'
b'4915321265',b'street',b'Monterey Street',b'addr'
b'4915321265',b'housenumber',b'1239',b'addr'
b'4915321265',b'street:name',b'Monterey',b'addr'
b'4915321265',b'street:type',b'Street',b'addr'
b'4915321266',b'name',b'Body + Balance Center',b'regular'
b'4915321266',b'full',b'1248 Monterey Street',b'addr'
b'4915321266',b'street',b'Monterey Street',b'addr'
b'4915321266',b'housenumber',b'1248',b'addr'
b'4915321266',b'street:name',b'Monterey',b'addr'
b'4915321266',b'street:type',b'Street',b'addr'
b'4915321267',b'name',b'East Wellbeing & Tea Spa',b'regular'
b'4915321267',b'shop',b'tea',b'regular'
b'4915321267',b'full',b'1238 Monterey Street',b'addr'
b'4915321267',b'street',b'Monterey Street',b'addr'
b'4915321267',b'housenumber',b'1238',b'addr'
b'4915321267',b'street:name',b'Monterey',b'addr'
b'4915321267',b'street:type',b'Street',b'addr'
b'4915321268',b'name',"b""Piemonte's Italian Delicatessen""",b'regular'
b'4915321268',b'shop',b'deli',b'regular'
b'4915321268',b'full',b'1234 Monterey Street',b'addr'
b'4915321268',b'street',b'Monterey Street',b'addr'
b'4915321268',b'housenumber',b'1234',b'addr'
b'4915321268',b'street:name',b'Monterey',b'addr'
b'4915321268',b'street:type',b'Street',b'addr'
b'4915321269',b'name',b'Pipsticks',b'regular'
b'4915321269',b'shop',b'stationery',b'regular'
b'4915321269',b'full',b'1239 Monterey Street',b'addr'
b'4915321269',b'street',b'Monterey Street',b'addr'
b'4915321269',b'housenumber',b'1239',b'addr'
b'4915321269',b'street:name',b'Monterey',b'addr'
b'4915321269',b'street:type',b'Street',b'addr'
b'4915321270',b'name',b'Anam-Cre Pottery Studio',b'regular'
b'4915321270',b'amenity',b'arts_centre',b'regular'
b'4915321270',b'full',b'1243 Monterey Street',b'addr'
b'4915321270',b'street',b'Monterey Street',b'addr'
b'4915321270',b'housenumber',b'1243',b'addr'
b'4915321270',b'street:name',b'Monterey',b'addr'
b'4915321270',b'street:type',b'Street',b'addr'
b'4915326082',b'name',b'Ciopinot',b'regular'
b'4915326082',b'amenity',b'restaurant',b'regular'
b'4915326082',b'cuisine',b'seafood',b'regular'
b'4915326083',b'name',b'Picking Daisies',b'regular'
b'4915326083',b'shop',b'fabric',b'regular'
b'4915326084',b'name',b'Bikram Yoga of San Luis Obispo',b'regular'
b'4915326084',b'sport',b'yoga',b'regular'
b'4915326084',b'leisure',b'fitness_centre',b'regular'
b'4915330290',b'name',b'Captain Nemo',b'regular'
b'4915330290',b'shop',b'video_games',b'regular'
b'4915330291',b'name',b'Cheap Thrills',b'regular'
b'4915330291',b'shop',b'music',b'regular'
b'4915346713',b'name',b'Engle&Associates Insurance Brokers Inc',b'regular'
b'4915346713',b'office',b'insurance',b'regular'
b'4915346713',b'full',b'1236 Higuera Street',b'addr'
b'4915346713',b'street',b'Higuera Street',b'addr'
b'4915346713',b'housenumber',b'1236',b'addr'
b'4915346713',b'street:name',b'Higuera',b'addr'
b'4915346713',b'street:type',b'Street',b'addr'
b'4915346714',b'name',b'State Farm Insurance Agency',b'regular'
b'4915346714',b'office',b'insurance',b'regular'
b'4915346714',b'full',b'1240 Marsh Street',b'addr'
b'4915346714',b'street',b'Marsh Street',b'addr'
b'4915346714',b'housenumber',b'1240',b'addr'
b'4915346714',b'street:name',b'Marsh',b'addr'
b'4915346714',b'street:type',b'Street',b'addr'
b'4915346715',b'name',b'Fidelity National Title',b'regular'
b'4915346715',b'office',b'insurance',b'regular'
b'4915346715',b'full',b'1212 Marsh Street',b'addr'
b'4915346715',b'street',b'Marsh Street',b'addr'
b'4915346715',b'housenumber',b'1212',b'addr'
b'4915346715',b'street:name',b'Marsh',b'addr'
b'4915346715',b'street:type',b'Street',b'addr'
b'4915368189',b'name',b'Pure Dental Hygiene',b'regular'
b'4915368189',b'amenity',b'dentist',b'regular'
b'4915368189',b'full',b'1157 Palm Street',b'addr'
b'4915368189',b'street',b'Palm Street',b'addr'
b'4915368189',b'housenumber',b'1157',b'addr'
b'4915368189',b'street:name',b'Palm',b'addr'
b'4915368189',b'street:type',b'Street',b'addr'
b'4915368190',b'name',b'Glenn Burdette',b'regular'
b'4915368190',b'office',b'accountant',b'regular'
b'4915368190',b'full',b'1150 Palm Street',b'addr'
b'4915368190',b'street',b'Palm Street',b'addr'
b'4915368190',b'housenumber',b'1150',b'addr'
b'4915368190',b'street:name',b'Palm',b'addr'
b'4915368190',b'street:type',b'Street',b'addr'
b'4915399685',b'name',b'Wizards of Wax',b'regular'
b'4915399685',b'shop',b'car_parts',b'regular'
b'4915399686',b'name',b'Smith Volvo',b'regular'
b'4915399686',b'shop',b'car',b'regular'
b'4915399686',b'full',b'1219 Monterey Street',b'addr'
b'4915399686',b'street',b'Monterey Street',b'addr'
b'4915399686',b'housenumber',b'1219',b'addr'
b'4915399686',b'street:name',b'Monterey',b'addr'
b'4915399686',b'street:type',b'Street',b'addr'
b'4915399687',b'name',b'Apothecary Tattoo',b'regular'
b'4915399687',b'shop',b'tattoo',b'regular'
b'4915399687',b'full',b'1166 Higuera Street',b'addr'
b'4915399687',b'street',b'Higuera Street',b'addr'
b'4915399687',b'housenumber',b'1166',b'addr'
b'4915399687',b'street:name',b'Higuera',b'addr'
b'4915399687',b'street:type',b'Street',b'addr'
b'4915399688',b'name',b'Assets',b'regular'
b'4915399688',b'leisure',b'fitness_centre',b'regular'
b'4915399688',b'full',b'1185 Monterey Street',b'addr'
b'4915399688',b'street',b'Monterey Street',b'addr'
b'4915399688',b'housenumber',b'1185',b'addr'
b'4915399688',b'street:name',b'Monterey',b'addr'
b'4915399688',b'street:type',b'Street',b'addr'
b'4915399689',b'name',b'Petra',b'regular'
b'4915399689',b'amenity',b'restaurant',b'regular'
b'4915399689',b'cuisine',b'mediterranean',b'regular'
b'4915399689',b'full',b'1210 Higuera Street',b'addr'
b'4915399689',b'street',b'Higuera Street',b'addr'
b'4915399689',b'housenumber',b'1210',b'addr'
b'4915399689',b'street:name',b'Higuera',b'addr'
b'4915399689',b'street:type',b'Street',b'addr'
b'4915421469',b'atm',b'yes',b'regular'
b'4915421469',b'name',b'Mission Community Bank',b'regular'
b'4915421469',b'amenity',b'bank',b'regular'
b'4915429711',b'name',b'The Community Foundation',b'regular'
b'4915429711',b'amenity',b'community_centre',b'regular'
b'4915614668',b'name',"b""San Luis Obispo Children's Museum""",b'regular'
b'4915614668',b'phone',b'+1 805 544-KIDS',b'regular'
b'4915614668',b'tourism',b'museum',b'regular'
b'4915614668',b'website',b'http://www.slocm.org/',b'regular'
b'4915614669',b'name',b'Mitchell Real Estate',b'regular'
b'4915614669',b'office',b'estate_agent',b'regular'
b'4915614670',b'name',b'KGM Construction',b'regular'
b'4915614670',b'office',b'company',b'regular'
b'4915614671',b'name',"b'Central Coast Realty Group, Inc/CCRG'",b'regular'
b'4915614671',b'office',b'estate_agent',b'regular'
b'4915614672',b'name',b'Soda Water Works',b'regular'
b'4915614672',b'full',b'1023 Nipomo',b'addr'
b'4915614672',b'housenumber',b'1023',b'addr'
b'4915614672',b'street:name',b'Nipomo',b'addr'
b'4915649326',b'name',b'San Luis Financial',b'regular'
b'4915649326',b'office',b'estate_agent',b'regular'
b'4915649327',b'name',b'Wells Fargo',b'regular'
b'4915649327',b'amenity',b'bank',b'regular'
b'4915649328',b'name',"b""Jim's Import Auto Parts""",b'regular'
b'4915649328',b'shop',b'car_parts',b'regular'
b'4915649329',b'name',"b""McCarthy's Irish Pub""",b'regular'
b'4915649329',b'amenity',b'pub',b'regular'
b'4915649330',b'shop',b'clothes',b'regular'
b'4915649331',b'name',"b""Starlette O' Hara""",b'regular'
b'4915649331',b'shop',b'clothes',b'regular'
b'4915649332',b'name',b'Aaron Brothers',b'regular'
b'4915649332',b'shop',b'frame',b'regular'
b'4915667650',b'name',b'Marsh Street Lofts',b'regular'
b'4915667650',b'entrance',b'yes',b'regular'
b'4915667651',b'name',b'Parlour',b'regular'
b'4915667651',b'shop',b'beauty',b'regular'
b'4915667656',b'name',b'Couch Potato',b'regular'
b'4915667656',b'shop',b'furniture',b'regular'
b'4915697691',b'name',b'SGS Independent Porsche Care',b'regular'
b'4915697691',b'shop',b'car',b'regular'
b'4915697691',b'full',b'1144 Higuera',b'addr'
b'4915697691',b'housenumber',b'1144',b'addr'
b'4915697691',b'street:name',b'Higuera',b'addr'
b'4915697693',b'full',b'1155 Palm',b'addr'
b'4915697693',b'housenumber',b'1155',b'addr'
b'4915697693',b'street:name',b'Palm',b'addr'
b'4915697694',b'name',b'Stein-Casciola Attorneys At Law',b'regular'
b'4915697694',b'office',b'lawyer',b'regular'
b'4915697694',b'full',b'1119 Palm',b'addr'
b'4915697694',b'housenumber',b'1119',b'addr'
b'4915697694',b'street:name',b'Palm',b'addr'
b'4915697695',b'full',b'1133 Palm',b'addr'
b'4915697695',b'housenumber',b'1133',b'addr'
b'4915697695',b'street:name',b'Palm',b'addr'
b'4915697696',b'full',b'969 Toro',b'addr'
b'4915697696',b'housenumber',b'969',b'addr'
b'4915697696',b'street:name',b'Toro',b'addr'
b'4915697697',b'full',b'1155 Palm',b'addr'
b'4915697697',b'housenumber',b'1155',b'addr'
b'4915697697',b'street:name',b'Palm',b'addr'
b'4915697698',b'name',b'San Luis Obispo County Parks & Recreation',b'regular'
b'4915697698',b'office',b'government',b'regular'
b'4915697698',b'full',b'1144 Monterey',b'addr'
b'4915697698',b'housenumber',b'1144',b'addr'
b'4915697698',b'street:name',b'Monterey',b'addr'
b'4915697700',b'name',b'The Mortgage House',b'regular'
b'4915697700',b'office',b'tax_advisor',b'regular'
b'4915697700',b'full',b'1131 Monterey',b'addr'
b'4915697700',b'housenumber',b'1131',b'addr'
b'4915697700',b'street:name',b'Monterey',b'addr'
b'4915697701',b'name',b'Sierra Club Santa Lucia Chapter',b'regular'
b'4915697701',b'office',b'foundation',b'regular'
b'4915697701',b'full',b'974 Santa Rosa',b'addr'
b'4915697701',b'housenumber',b'974',b'addr'
b'4915697701',b'street:name',b'Santa Rosa',b'addr'
b'4915697702',b'name',b'San Luis Diagnostic Center',b'regular'
b'4915697702',b'amenity',b'doctors',b'regular'
b'4915697702',b'full',b'1100 Monterey',b'addr'
b'4915697702',b'housenumber',b'1100',b'addr'
b'4915697702',b'street:name',b'Monterey',b'addr'
b'4915712683',b'name',b'David T Hurst Attorney At Law',b'regular'
b'4915712683',b'office',b'lawyer',b'regular'
b'4915712683',b'full',b'1042 Palm',b'addr'
b'4915712683',b'housenumber',b'1042',b'addr'
b'4915712683',b'street:name',b'Palm',b'addr'
b'4915712684',b'name',b'Saldo law Group',b'regular'
b'4915712684',b'office',b'lawyer',b'regular'
b'4915712684',b'full',b'1042 Palm',b'addr'
b'4915712684',b'housenumber',b'1042',b'addr'
b'4915712684',b'street:name',b'Palm',b'addr'
b'4915712685',b'name',b'Gay & Lesbian Alliance',b'regular'
b'4915712685',b'office',b'foundation',b'regular'
b'4915712685',b'full',b'1060 Palm',b'addr'
b'4915712685',b'housenumber',b'1060',b'addr'
b'4915712685',b'street:name',b'Palm',b'addr'
b'4915712686',b'name',"b'Shipsey & Seitz, Inc.'",b'regular'
b'4915712686',b'office',b'lawyer',b'regular'
b'4915712686',b'full',b'1066 Palm',b'addr'
b'4915712686',b'housenumber',b'1066',b'addr'
b'4915712686',b'street:name',b'Palm',b'addr'
b'4915721964',b'name',b'San Luis Obispo Council of Governments',b'regular'
b'4915721964',b'office',b'government',b'regular'
b'4915721964',b'full',b'1114 Marsh',b'addr'
b'4915721964',b'housenumber',b'1114',b'addr'
b'4915721964',b'street:name',b'Marsh',b'addr'
b'4915721966',b'name',b'San Luis Obispo County General Services',b'regular'
b'4915721966',b'office',b'government',b'regular'
b'4915721966',b'full',b'1087 Santa Rosa',b'addr'
b'4915721966',b'housenumber',b'1087',b'addr'
b'4915721966',b'street:name',b'Santa Rosa',b'addr'
b'4915721967',b'name',b'Bank of America',b'regular'
b'4915721967',b'amenity',b'bank',b'regular'
b'4915721967',b'full',b'1105 Higuera',b'addr'
b'4915721967',b'housenumber',b'1105',b'addr'
b'4915721967',b'street:name',b'Higuera',b'addr'
b'4915750828',b'name',b'Big Sky Cafe',b'regular'
b'4915750828',b'amenity',b'restaurant',b'regular'
b'4915750828',b'cuisine',b'american',b'regular'
b'4917167357',b'name',b'Jules D.',b'regular'
b'4917167357',b'shop',b'clothes',b'regular'
b'4917167358',b'name',b'SLO Yoga Center',b'regular'
b'4917167358',b'sport',b'yoga',b'regular'
b'4917167358',b'leisure',b'fitness_centre',b'regular'
b'4917167359',b'name',b'B. Anthony & Co. Jewlers',b'regular'
b'4917167359',b'shop',b'jewelry',b'regular'
b'4917167359',b'full',b'674 Higuera',b'addr'
b'4917167359',b'housenumber',b'674',b'addr'
b'4917167359',b'street:name',b'Higuera',b'addr'
b'4917195525',b'name',b'Tiger Lily',b'regular'
b'4917195525',b'shop',b'beauty',b'regular'
b'4917195526',b'name',b'Kreuzberg',b'regular'
b'4917195526',b'amenity',b'cafe',b'regular'
b'4917195526',b'cuisine',b'coffee_shop',b'regular'
b'4917195526',b'website',b'http://kreuzbergcalifornia.com/',b'regular'
b'4917195526',b'internet_access',b'wlan',b'regular'
b'4917216853',b'name',b'Adore Boutique',b'regular'
b'4917216853',b'shop',b'clothes',b'regular'
b'4917216854',b'name',b'Romp',b'regular'
b'4917216854',b'shop',b'clothes',b'regular'
b'4917351871',b'name',b'The Libertine Brewing Company and Coffee Bar',b'regular'
b'4917351871',b'craft',b'brewery',b'regular'
b'4917351871',b'amenity',b'pub',b'regular'
b'4917351871',b'website',b'http://libertinebrewing.com/',b'regular'
b'4917351871',b'full',b'1234 Broad Street',b'addr'
b'4917351871',b'street',b'Broad',b'addr'
b'4917351871',b'housenumber',b'1234',b'addr'
b'4917351871',b'street:type',b'Street',b'addr'
b'4917351872',b'name',b'Assistance League of San Luis Obispo County',b'regular'
b'4917351872',b'shop',b'secondhand goods',b'regular'
b'4917351872',b'website',b'http://www.alslocounty.org/',b'regular'
b'4917351872',b'full',b'667A Marsh',b'addr'
b'4917351872',b'street',b'Marsh',b'addr'
b'4917351872',b'street:type',b'Street',b'addr'
b'4917351873',b'name',b'Wells Fargo',b'regular'
b'4917351873',b'amenity',b'bank',b'regular'
b'4917351873',b'full',b'665 Marsh',b'addr'
b'4917351873',b'street',b'Marsh',b'addr'
b'4917351873',b'housenumber',b'665',b'addr'
b'4917351873',b'street:type',b'Street',b'addr'
b'4917365761',b'name',b'Charles Schwab',b'regular'
b'4917365761',b'amenity',b'bank',b'regular'
b'4917365761',b'full',b'733 Marsh Street',b'addr'
b'4917365761',b'street',b'Marsh',b'addr'
b'4917365761',b'housenumber',b'733',b'addr'
b'4917365761',b'street:type',b'Street',b'addr'
b'4917365762',b'name',b'CVS Pharmacy',b'regular'
b'4917365762',b'amenity',b'pharmacy',b'regular'
b'4917365762',b'full',b'717 Marsh Street',b'addr'
b'4917365762',b'street',b'Marsh',b'addr'
b'4917365762',b'housenumber',b'717',b'addr'
b'4917365762',b'street:type',b'Street',b'addr'
b'4917413176',b'food',b'yes',b'regular'
b'4917413176',b'name',"b""Mother's Tavern""",b'regular'
b'4917413176',b'amenity',b'bar',b'regular'
b'4917413176',b'cuisine',b'american',b'regular'
b'4917413176',b'website',b'http://motherstavern.com/',b'regular'
b'4917413176',b'full',b'725 Higuera Street',b'addr'
b'4917413176',b'street',b'Higuera',b'addr'
b'4917413176',b'outdoor_seating',b'no',b'regular'
b'4917413176',b'housenumber',b'725',b'addr'
b'4917413176',b'street:type',b'Street',b'addr'
b'4917413177',b'food',b'yes',b'regular'
b'4917413177',b'name',b'Buffalo Pub and Grill',b'regular'
b'4917413177',b'amenity',b'pub',b'regular'
b'4917413177',b'cuisine',b'american',b'regular'
b'4917413177',b'full',b'717 Higuera',b'addr'
b'4917413177',b'housenumber',b'717',b'addr'
b'4917413177',b'street:name',b'Higuera',b'addr'
b'4917413178',b'name',b'Contessa S. Boutique',b'regular'
b'4917413178',b'shop',b'boutique',b'regular'
b'4917413178',b'full',b'715 Higuera',b'addr'
b'4917413178',b'number',b'715',b'addr'
b'4917413178',b'street',b'Higuera',b'addr'
b'4917413178',b'street:type',b'Street',b'addr'
b'4917413179',b'name',b'Batch',b'regular'
b'4917413179',b'amenity',b'ice_cream',b'regular'
b'4917413179',b'full',b'1108 Broad Street',b'addr'
b'4917413179',b'number',b'1108',b'addr'
b'4917413179',b'street',b'Broad',b'addr'
b'4917413180',b'name',b'Verizon Wireless',b'regular'
b'4917413180',b'shop',b'mobile_phone',b'regular'
b'4917413180',b'full',b'705 Higuera',b'addr'
b'4917413180',b'street',b'Higuera',b'addr'
b'4917413180',b'housenumber',b'705',b'addr'
b'4917413180',b'street:type',b'Street',b'addr'
b'4917413181',b'name',b'T-Mobile',b'regular'
b'4917413181',b'shop',b'mobile_phone',b'regular'
b'4917413181',b'full',b'728 Marsh Street',b'addr'
b'4917413181',b'street',b'Marsh',b'addr'
b'4917413181',b'housenumber',b'728',b'addr'
b'4917413181',b'street:type',b'Street',b'addr'
b'4917435670',b'food',b'yes',b'regular'
b'4917435670',b'name',b'Blast 825 Taproom',b'regular'
b'4917435670',b'amenity',b'restaurant',b'regular'
b'4917435670',b'cuisine',b'pizza',b'regular'
b'4917435670',b'website',b'http://www.blast825pizza.com/',b'regular'
b'4917435670',b'full',b'733 Higuera Street',b'addr'
b'4917435670',b'street',b'Higuera',b'addr'
b'4917435670',b'housenumber',b'733',b'addr'
b'4917435670',b'street:type',b'Street',b'addr'
b'4917450063',b'name',b'Bluebird Salon',b'regular'
b'4917450063',b'shop',b'beauty',b'regular'
b'4917450063',b'website',b'http://www.bluebirdsalon.com/',b'regular'
b'4917450063',b'full',b'742 Marsh Street',b'addr'
b'4917450063',b'street',b'Marsh Street',b'addr'
b'4917450063',b'housenumber',b'742',b'addr'
b'4917450063',b'street:type',b'Street',b'addr'
b'4917450064',b'name',b'CoastHills Credit Union',b'regular'
b'4917450064',b'amenity',b'bank',b'regular'
b'4917450064',b'website',b'http://www.coasthills.coop/',b'regular'
b'4917450064',b'full',b'751 Marsh Street',b'addr'
b'4917450064',b'street',b'Marsh Street',b'addr'
b'4917450064',b'housenumber',b'751',b'addr'
b'4917450064',b'street:type',b'Street',b'addr'
b'4917450065',b'name',b'Scout Coffee Company',b'regular'
b'4917450065',b'shop',b'coffee',b'regular'
b'4917450065',b'amenity',b'cafe',b'regular'
b'4917450065',b'website',b'http://scoutcoffeeco.com/',b'regular'
b'4917450065',b'full',b'1130 Garden Street',b'addr'
b'4917450065',b'street',b'Garden Street',b'addr'
b'4917450065',b'housenumber',b'1130',b'addr'
b'4917450065',b'street:type',b'Street',b'addr'
b'4917471229',b'name',b'Lotus',b'regular'
b'4917471229',b'amenity',b'restaurant',b'regular'
b'4917471229',b'cuisine',b'vietnamese',b'regular'
b'4917471229',b'website',b'http://lotusslo.com/',b'regular'
b'4917471229',b'full',b'1131 Broad Street',b'addr'
b'4917471229',b'street',b'Broad Street',b'addr'
b'4917471229',b'housenumber',b'1131',b'addr'
b'4917471229',b'street:name',b'Broad',b'addr'
b'4917471229',b'street:type',b'Street',b'addr'
b'4917471230',b'name',b'Marshalls Jewelers',b'regular'
b'4917471230',b'shop',b'jewelry',b'regular'
b'4917471230',b'website',b'http://www.marshalls1889.com/',b'regular'
b'4917471230',b'full',b'751 Higuera Street',b'addr'
b'4917471230',b'street',b'Higuera Street',b'addr'
b'4917471230',b'housenumber',b'751',b'addr'
b'4917471230',b'street:name',b'Higuera',b'addr'
b'4917471230',b'street:type',b'Street',b'addr'
b'4917471231',b'name',b'Tails',b'regular'
b'4917471231',b'shop',b'pet',b'regular'
b'4917471231',b'website',b'http://www.tailsinslo.com/',b'regular'
b'4917471231',b'full',b'745 Higuera Street',b'addr'
b'4917471231',b'street',b'Higuera Street',b'addr'
b'4917471231',b'housenumber',b'745',b'addr'
b'4917471231',b'street:name',b'Higuera',b'addr'
b'4917471231',b'street:type',b'Street',b'addr'
b'4917471232',b'name',b'Ambiance Clothing Boutique',b'regular'
b'4917471232',b'shop',b'boutique',b'regular'
b'4917471232',b'website',b'https://www.shopambiance.com/',b'regular'
b'4917471232',b'full',b'737 Higuera Street',b'addr'
b'4917471232',b'street',b'Higuera Street',b'addr'
b'4917471232',b'housenumber',b'737',b'addr'
b'4917471232',b'street:name',b'Higuera',b'addr'
b'4917471232',b'street:type',b'Street',b'addr'
b'4917490173',b'highway',b'crossing',b'regular'
b'4917490173',b'crossing',b'zebra',b'regular'
b'4917501947',b'highway',b'crossing',b'regular'
b'4917501947',b'crossing',b'zebra',b'regular'
b'4917501948',b'highway',b'crossing',b'regular'
b'4917501948',b'crossing',b'zebra',b'regular'
b'4917533022',b'name',b'California Pizza Kitchen',b'regular'
b'4917533022',b'amenity',b'restaurant',b'regular'
b'4917533022',b'cuisine',b'pizza',b'regular'
b'4917533022',b'full',b'876 Marsh Street',b'addr'
b'4917533022',b'unit',b'E',b'addr'
b'4917533022',b'street',b'Marsh Street',b'addr'
b'4917533022',b'housenumber',b'876',b'addr'
b'4917533022',b'street:name',b'Marsh',b'addr'
